@relation trai_norm_email_features_100_0_0

@attribute pid {adamq,ahmed12,ajm,apblair,apoetter,arog3632,asohangh,awais,bdeird7,ccallsen,cheadley,chrisdob,chrisj12,cshahria,cthomp,darek,deannac,drdepoy,dslevy,example,fnguyen,hayajs,het,jacouch,javier,jdemma,jgaedder,jmahal,jmernst,jnl,jodavis5,jonblack,jpokorsk,jrmurphy,jsprick,justus,jziegler,kevin007,kkarranc,krich,krooks,ksterne,kstraub,leslie,matthewv,mcarrick,mdarden,mifowler,mlapan4,mlerch,mlgood3,mryan91,odge,oshea,pudavid,rchase,rwmcgwi,saikou,sarowe,sdh11,snyder84,tandonr,tcc,tkoehn,totani,vombo13,zleffke}
@attribute total_sent numeric
@attribute unique_addresses_sent numeric
@attribute unique_add_sent_perc numeric
@attribute unique_subjects_sent numeric
@attribute unique_sub_sent_perc numeric
@attribute total_received numeric
@attribute unique_addresses_received numeric
@attribute unique_add_rec_perc numeric
@attribute unique_subjects_received numeric
@attribute unique_sub_rec_perc numeric
@attribute total_emails numeric
@attribute total_sent_signed numeric
@attribute total_sent_signed_perc numeric
@attribute unique_addresses_sent_signed numeric
@attribute unique_add_sent_perc_signed numeric
@attribute unique_subjects_sent_signed numeric
@attribute unique_sub_sent_perc_signed numeric
@attribute total_received_signed numeric
@attribute total_rec_signed_perc numeric
@attribute unique_addresses_received_signed numeric
@attribute unique_add_rec_perc_signed numeric
@attribute unique_subjects_received_signed numeric
@attribute unique_sub_rec_perc_signed numeric
@attribute total_sent_encrypted numeric
@attribute total_sent_encrypted_perc numeric
@attribute unique_addresses_sent_encrypted numeric
@attribute unique_add_sent_perc_encrypted numeric
@attribute unique_subjects_sent_encrypted numeric
@attribute unique_sub_sent_perc_encrypted numeric
@attribute total_received_encrypted numeric
@attribute total_rec_encrypted_perc numeric
@attribute unique_addresses_received_encrypted numeric
@attribute unique_add_rec_perc_encrypted numeric
@attribute unique_subjects_received_encrypted numeric
@attribute unique_sub_rec_perc_encrypted numeric
@attribute inter_hume_sent numeric
@attribute inter_hume_received numeric
@attribute inter_vt_sent numeric
@attribute inter_vt_received numeric
@attribute sent_to numeric
@attribute sent_to_perc numeric
@attribute sent_cc numeric
@attribute sent_cc_perc numeric
@attribute rec_to numeric
@attribute rec_to_perc numeric
@attribute rec_cc numeric
@attribute rec_cc_perc numeric
@attribute avg_recipients_sent numeric
@attribute avg_recipients_rec numeric
@attribute avg_body_chars_sent numeric
@attribute avg_body_chars_rec numeric
@attribute var_body_chars_sent numeric
@attribute var_body_chars_rec numeric
@attribute after_hours_sent numeric
@attribute after_hours_sent_perc numeric
@attribute after_hours_rec numeric
@attribute after_hours_rec_perc numeric
@attribute after_hours_sent_hume numeric
@attribute after_hours_sent_hume_perc numeric
@attribute after_hours_rec_hume numeric
@attribute after_hours_rec_hume_perc numeric
@attribute avg_sent_per_day numeric
@attribute avg_rec_per_day numeric
@attribute avg_emails_per_day numeric
@attribute attached_sent numeric
@attribute attached_rec numeric
@attribute avg_attachments_sent numeric
@attribute avg_attachments_rec numeric
@attribute sent_re numeric
@attribute sent_re_perc numeric
@attribute sent_fw numeric
@attribute sent_fw_perc numeric
@attribute rec_re numeric
@attribute rec_re_perc numeric
@attribute rec_fw numeric
@attribute rec_fw_perc numeric
@attribute avg_subject_chars_sent numeric
@attribute avg_subject_chars_rec numeric
@attribute var_subject_chars_sent numeric
@attribute var_subject_chars_rec numeric
@attribute fg_between_centrality numeric
@attribute pg_between_centrality numeric
@attribute pg_avg_neighbor_degree numeric
@attribute fg_avg_neighbor_degree numeric
@attribute pg_clustering numeric
@attribute fg_clustering numeric
@attribute pg_closeness_centrality numeric
@attribute fg_closeness_centrality numeric
@attribute pg_degree_centrality numeric
@attribute fg_degree_centrality numeric
@attribute pg_current_flow_closeness_centrality numeric
@attribute pg_current_flow_betweenness_centrality numeric
@attribute pg_communicability_centrality numeric
@attribute fg_communicability_centrality numeric
@attribute pg_communicability_betweenness_centrality numeric
@attribute pg_load_centrality numeric
@attribute fg_load_centrality numeric
@attribute pg_square_clustering numeric
@attribute fg_square_clustering numeric
@attribute pg_eccentricity numeric
@attribute pg_pagerank numeric
@attribute fg_pagerank numeric
@attribute pg_hubs numeric
@attribute pg_authorities numeric
@attribute fg_hubs numeric
@attribute fg_authorities numeric
@attribute pg_avg_shortest_paths numeric
@attribute pg_max_shortest_paths numeric
@attribute fg_avg_shortest_paths numeric
@attribute fg_max_shortest_paths numeric
@attribute pg_num_cliques numeric
@attribute fg_num_cliques numeric
@attribute Status {GradStudent,Research,Director,PM,Operations}

@data
oshea,0.051718,0.037993,0.027802,0.054806,0.195905,0.162928,0.090069,0.064935,0.144189,0.340072,0.082695,0.000695,0.005811,0.006925,0.7895,0.001301,0.4211,0.399865,0.70782,0.179283,0.017649,0.388842,0.13176,0.758621,0.211087,0.758621,1,0.837838,0.7045,0.4375,0.178808,0.40625,0.9286,0.375,0.8571,0.880952,0.852273,0.846154,0.809524,0.059584,0.504369,0.040267,0.495631,0.165225,0.457575,0.149143,0.542425,0.220883,0.023237,0.165427,0.041598,0.022917,0.001602,0.021836,0.291337,0.117083,0.357326,0.06184,0.296019,0.173323,0.449853,0.07253,0.229221,0.11629,0.031306,0.116905,0.22,0.25641,0.056113,0.7929,0.01696,0.049441,0.161845,0.738369,0.129662,0.264339,0.177681,0.42862,0.488303,0.59555,0.134834,0.01413,0.360362,0.277669,0.656251,0.37734,0.424242,0.522335,0.422535,0.656716,0.968206,0.066493,0.495126,0.675713,0.644825,0.014136,0.134843,0.181216,0.159235,0,0.126903,0.127978,0.140851,0.140851,0.140966,0.140966,0.393939,0,0.348485,0,0.401515,0.402985,Research
pudavid,0.011317,0.027669,0.150153,0.027148,0.681736,0.092008,0.136721,0.381618,0.092794,0.474143,0.033404,0.010644,0.394054,0.028163,0.2096,0.033989,0.7182,0.093384,0.286655,0.099602,0.069237,0.100252,0.229038,0.224138,0.277186,0.224138,1,0.324324,0.9231,0.34375,0.245033,0.34375,1,0.3125,0.9091,0.559524,0.352273,0.826923,0.380952,0.018314,0.933495,0.001213,0.066505,0.124916,0.860342,0.028972,0.139658,0.026936,0.004713,0.217388,0.184046,0.037352,0.010175,0.006931,0.411757,0.117901,0.74036,0.012459,0.265501,0.052909,0.233038,0.0166,0.135273,0.049247,0.005769,0.029556,0.18,0.012821,0.009238,0.5812,0.00176,0.022755,0.047987,0.260658,0.01778,0,0.094901,0.626838,0.233142,0.423893,0.033256,0.005623,0.390764,0.441122,0.754311,0.631741,0.293631,0.275461,0.253521,0.402985,0.803971,0.059104,0.176904,0.357046,0.280167,0.005763,0.033262,0.315982,0.36467,0,0.02903,0.028115,0.00526,0.00526,0.004883,0.004883,0.535354,0,0.606061,0,0.030303,0.131343,GradStudent
rchase,0.007857,0.02292,0.183711,0.017267,0.600983,0.041677,0.058661,0.369131,0.047531,0.615024,0.016965,0.00534,0.280676,0.018006,0.2671,0.011059,0.4658,0.123762,0.833829,0.151394,0.079826,0.130872,0.213793,0.051724,0.091684,0.051724,1,0.081081,1,0.40625,0.615894,0.34375,0.8462,0.34375,0.8462,0.72619,0.909091,0.903846,0.936508,0.011789,0.811327,0.002426,0.188673,0.053089,0.767844,0.019231,0.232156,0.041696,0.004972,0.152592,0.038613,0.02845,0.00323,0.000376,0.031683,0.00631,0,0.001044,0.031627,0.011352,0.10885,0.00923,0.049439,0.020154,0.002171,0.023281,0.1,0.179487,0.006005,0.5363,0.00384,0.070542,0.032398,0.529259,0.053773,0.47818,0.067964,0.140098,0.235751,0.311007,0.222842,0.004195,0.378538,0.209499,0.800568,0.278351,0.346362,0.591315,0.338028,0.716418,0.850106,0.030275,0.336364,0.716022,0.470814,0.004196,0.222861,0.296417,0.130641,0,0.027707,0.023814,0.024542,0.024542,0.021112,0.021112,0.474747,0,0.287879,0,0.136364,0.501493,Operations
rwmcgwi,0.282139,0.244064,0.03515,0.25992,0.144472,1,0.989376,0.203796,1,0.461588,0.483242,0.039722,0.060946,0.074331,0.1483,0.053342,0.302,0.95477,0.271993,0.478088,0.020771,0.97693,0.181307,0.551724,0.027719,0.551724,1,0.459459,0.5313,0.5625,0.039735,0.5625,1,0.53125,0.9444,0.642857,0.545455,0.711538,0.603175,0.24127,0.217314,0.344803,0.782686,1,0.435907,0.94004,0.564093,0.276125,0.010959,0.384466,0.145208,0.149711,0.013037,0.113396,0.279084,1,0.546015,0.251076,0.221667,1,0.420059,0.281812,1,0.482781,0.702077,0.780371,0.9,0.294872,0.31199,0.8131,0.1456,0.078196,0.79872,0.535581,0.93582,0.326683,0.109754,0.48908,0.232219,0.556588,0.528843,0.417225,0.063495,0.050812,0.098362,0.062386,0.827273,0.949282,0.873239,0.970149,0.996765,0.525096,0.954767,0.993459,0.951748,0.417046,0.528777,0.069587,0.011722,0,0.550061,0.539503,0.68456,0.68456,0.68452,0.68452,0.090909,0,0.030303,0,0.94697,0.952239,Director
saikou,0.017837,0.036548,0.121249,0.028371,0.3905,0.06414,0.093764,0.378122,0.067587,0.52309,0.030506,0.021251,0.50527,0.0494,0.1842,0.036266,0.3838,0.080108,0.352316,0.139442,0.121368,0.098154,0.374955,0.293103,0.232409,0.293103,1,0.351351,0.7647,0.3125,0.311258,0.3125,1,0.3125,1,0.583333,0.659091,0.807692,0.809524,0.024024,0.684466,0.008965,0.315534,0.077256,0.685178,0.03737,0.314822,0.083271,0.009762,0.222234,0.077009,0.049654,0.00665,0.00597,0.227723,0.032017,0.219023,0.010111,0.138299,0.032637,0.20649,0.018433,0.066645,0.031667,0.014421,0.039094,0.29,0.192308,0.015418,0.6229,0.00928,0.077162,0.053948,0.587778,0.038161,0.177681,0.067916,0.398963,0.086913,0.517772,0.186967,0.011948,0.311699,0.223727,0.6048,0.298195,0.328283,0.573612,0.309859,0.701493,0.850773,0.051499,0.225467,0.700602,0.346001,0.012129,0.18702,0.291129,0.081937,0,0.033766,0.038126,0.015213,0.015213,0.016232,0.016232,0.494949,0,0.30303,0,0.083333,0.635821,GradStudent
sarowe,0.098534,0.080116,0.032333,0.099068,0.175921,0.321232,0.174134,0.056444,0.279423,0.321983,0.160828,0.018581,0.081351,0.043398,0.185,0.028948,0.3504,0.386814,0.344666,0.247012,0.032175,0.413171,0.224682,0.017241,0.002132,0.017241,1,0.027027,1,0.5,0.099338,0.5,1,0.46875,0.9375,0.809524,0.795455,0.903846,0.904762,0.117149,0.541748,0.070683,0.458252,0.28058,0.289148,0.373027,0.710852,0.276646,0.007405,0.325341,0.048254,0.055608,0.002351,0.013569,0.095421,0.186258,0.259897,0.036856,0.092939,0.270424,0.348968,0.098441,0.321465,0.160786,0.106135,0.27259,0.39,0.333333,0.064411,0.4794,0.15456,0.236864,0.32027,0.741287,0.334779,0.374065,0.209877,0.362668,0.407397,0.290938,0.577371,0.287755,0.078823,0.038457,0.123558,0.046831,0.776405,0.974371,0.830986,0.985075,0.984759,0.292653,0.905461,1,0.923707,0.28758,0.577314,0.065166,0,0,0.242854,0.237463,0.244738,0.244738,0.244583,0.244583,0.121212,0,0.015152,0,0.810606,1,PM
sdh11,0.020805,0.052034,0.1515,0.029542,0.328256,0.073575,0.125173,0.455045,0.095799,0.785061,0.035293,0.013131,0.268514,0.04663,0.2813,0.029598,0.507,0.083708,0.321292,0.111554,0.090144,0.095638,0.295281,0.172414,0.117271,0.172414,1,0.216216,0.8,0.28125,0.245033,0.28125,1,0.21875,0.7778,0.464286,0.397727,0.461538,0.190476,0.025986,0.592557,0.013462,0.407443,0.098539,0.839767,0.025529,0.160233,0.091319,0.000934,0.304545,0.207078,0.333901,0.020303,0.007515,0.246535,0.065085,0.475064,0.009263,0.10903,0.040746,0.225074,0.022169,0.078786,0.037762,0.014,0.032882,0.24,0.089744,0.019702,0.6846,0.01248,0.089367,0.035428,0.223537,0.034692,0.123441,0.126894,0.61349,0.385641,0.481465,0.134556,0.038019,0.352605,0.303109,0.524955,0.404871,0.364973,0.427347,0.338028,0.567164,0.857916,0.047838,0.294326,0.53409,0.447504,0.038255,0.1345,0.192962,0.232923,0,0.039109,0.040174,0.01862,0.01862,0.01847,0.01847,0.454545,0,0.439394,0,0.151515,0.265672,GradStudent
snyder84,0.000117,0.005575,1,0,0.025553,0.010529,0.015242,0.444056,0.009445,0.395829,0.002674,0,0,0,0,0,0,0.011476,0.283468,0.01992,0.154629,0.015101,0.43902,0,0,0,0,0,0,0,0,0,0,0,0,0.285714,0.477273,0.826923,0.761905,0.000155,0.209709,0.000621,0.790291,0.006006,0.085943,0.017803,0.914057,0.887052,0.040146,0.108054,0.078991,0.001498,0.004484,0,0,0.009815,0.547558,0,0,0.003243,0.172271,0.000048,0.011305,0.002884,0,0.00571,0,0.217949,0.000685,1,0,0,0.010848,0.791863,0.003903,0.109726,0.652752,0.473519,1,0.116899,0.009417,0.000108,0.199324,0.549737,0.776247,0.655163,0,0.036364,0.028169,0.074627,0.42897,0.004772,0.001931,0.024606,0.003334,0.000108,0.009419,0,0.592334,1,0.004813,0.002702,0.000878,0.000878,0,0,1,1,0.939394,1,0.007576,0.008955,Operations
tandonr,0.002557,0.005782,0.155175,0.003769,0.319083,0.026087,0.03649,0.380619,0.028948,0.584592,0.008763,0,0,0,0,0,0,0.041629,0.438377,0.043825,0.07521,0.052433,0.404719,0,0,0,0,0,0,0,0,0,0,0,0,0.904762,0.863636,0.980769,0.920635,0.002719,0.374595,0.00287,0.625405,0.026328,0.481063,0.024101,0.518937,0.126025,0.0034,0.26998,0.058411,0.111014,0.003027,0.001211,0.286015,0.024889,0.534447,0.003718,0.315023,0.040949,0.669027,0.002754,0.028884,0.009722,0.00256,0.032505,0.31,0.589744,0.002755,0.6892,0.0016,0.082333,0.021159,0.570919,0.028621,0.392768,0.106507,0.369003,0.226737,0.359246,0.014805,0.000767,0.480764,0.512495,0.896729,0.696156,0.252932,0.168694,0.197183,0.268657,0.771038,0.020849,0.136017,0.195469,0.218368,0.000767,0.014807,0.521021,0.352334,1,0.015672,0.014206,0.029426,0.029426,0.027803,0.027803,0.585859,1,0.742424,0,0.007576,0.056716,Research
tcc,1,1,0.044336,1,0.17412,0.959479,1,0.221778,0.796443,0.277719,1,1,0.433108,1,0.0792,1,0.2249,1,0.297705,1,0.059055,1,0.158621,0.741379,0.010661,0.741379,1,0.945946,0.814,0.65625,0.046358,0.53125,0.8095,0.625,0.9524,0.309524,0.454545,0.461538,0.539683,1,0.3589,1,0.6411,0.903382,0.366897,1,0.633103,0.219617,0.000088,0.466046,0.071077,0.065838,0.004448,1,0.69505,0.707291,0.365553,1,0.249272,0.56416,0.233038,1,0.96034,1,1,1,0.36,0.461538,1,0.736,1,0.151634,1,0.787486,1,0.374688,0.178943,0.342379,0.369384,0.298662,1,0.459861,0.060664,0,0.097665,0,0.776405,1,0.830986,1,1,1,0.848271,0.96468,0.90813,0.45965,1,0.105966,0.012368,0,1,1,1,1,1,1,0.121212,0,0,0,0.878788,0.877612,Director
tkoehn,0.023795,0.030353,0.067361,0.04253,0.465192,0.081605,0.086374,0.241758,0.087213,0.5382,0.039709,0.049927,0.894595,0.054017,0.0857,0.092535,0.4168,0.117912,0.410327,0.12749,0.069237,0.124161,0.209437,0.310345,0.185501,0.310345,1,0.351351,0.7222,0.53125,0.423841,0.4375,0.8235,0.4375,0.8235,0.702381,0.795455,0.942308,0.904762,0.035327,0.820227,0.006775,0.179773,0.107668,0.81646,0.031156,0.18354,0.046379,0.000088,0.197353,0.071438,0.038732,0.03807,0.003987,0.114604,0.032718,0.149357,0.011024,0.113747,0.041962,0.206785,0.028171,0.09708,0.047222,0.009982,0.054593,0.15,0.230769,0.019734,0.6009,0.0064,0.040132,0.065823,0.550981,0.050304,0.186409,0.039232,0.432954,0.095673,0.777521,0.075102,0.023623,0.281322,0.36253,0.53337,0.485829,0.374486,0.427347,0.380282,0.567164,0.903302,0.089647,0.323062,0.57613,0.464783,0.023754,0.075116,0.309374,0.1606,0,0.061118,0.060241,0.016995,0.016995,0.013974,0.013974,0.444444,0,0.439394,0,0.113636,0.322388,Research
totani,0.000457,0,0.12774,0.001885,0.775266,0.004093,0.005081,0.48951,0.005397,0.75548,0.001147,0,0,0,0,0,0,0.008551,0.453039,0.015936,0.175808,0.012164,0.524682,0,0,0,0,0,0,0,0,0,0,0,0,1,0.954545,1,0.984127,0.001088,0.955016,0.000059,0.044984,0.003796,0.543336,0.004367,0.456664,0,0.001,0.202229,0.02357,0.018783,0.001086,0.000334,0.275,0,0.164524,0.001044,0.308226,0.001824,0.286136,0.000395,0.004296,0.001205,0.000583,0,0.25,0.064103,0.00078,0.6806,0.00032,0.057509,0.001759,0.387421,0.003036,0.261845,0.076445,0.131696,0.066893,0.232623,0.003639,0,0.843477,0.784838,1,0.787162,0.193206,0.064892,0.070423,0.089552,0.334933,0.001944,0.035989,0.055354,0.065519,0,0.00364,0.360209,0.44409,1,0.002895,0.001355,0.001423,0.001423,0.000895,0.000895,0.666667,1,0.893939,0,0,0.01194,GradStudent
vombo13,0.000364,0.001239,0.261727,0.002088,1,0.022682,0.021709,0.248252,0.031095,0.84635,0.00621,0.000146,0.084459,0.001385,0.75,0.000651,1,0.05288,0.635147,0.087649,0.11811,0.057886,0.248276,0.051724,1,0.051724,1,0.081081,1,0.03125,0.086093,0.03125,1,0.03125,1,0.964286,1,0.961538,0.968254,0.000796,0.772492,0.000266,0.227508,0.026809,0.674253,0.014108,0.325747,0.023415,0.001143,0.141682,0.117018,0.016688,0.003641,0.000292,0.270792,0.008296,0.164781,0.000913,0.30351,0.015812,0.302065,0.000432,0.028278,0.007847,0.001653,0.024159,0.8,0.487179,0.000303,0.2969,0.00064,0.129293,0.011386,0.278976,0.016912,0.246883,0.135416,1,0.136175,0.832656,0.028879,0.000589,0.588224,0.523499,0.923285,0.662705,0.268879,0.26289,0.183099,0.358209,0.800039,0.015654,0.137767,0.327675,0.230024,0.000589,0.028885,0.248852,0.359241,0,0.022037,0.008588,0.009234,0.009234,0.00082,0.00082,0.565657,0,0.621212,0,0.037879,0.095522,GradStudent
zleffke,0.051917,0.099732,0.109737,0.08119,0.384603,0.32067,0.477598,0.374625,0.380251,0.662481,0.126389,0.086028,0.712703,0.147738,0.1361,0.135632,0.3546,0.185194,0.160858,0.231076,0.080369,0.22693,0.37677,0.517241,0.142857,0.517241,1,0.324324,0.4,0.5625,0.112583,0.5625,1,0.5,0.8889,0.369048,0.340909,0.615385,0.365079,0.065119,0.603398,0.032338,0.396602,0.405592,0.749818,0.153006,0.250182,0.125557,0,0.985805,0.115032,0.7111,0.008555,0.016158,0.214728,0.251928,0.400514,0.025245,0.120405,0.133996,0.157522,0.052776,0.326806,0.128676,0.036329,0.201368,0.25,0.192308,0.047703,0.6715,0.01872,0.054199,0.174941,0.27622,0.240676,0.243766,0.124847,0.559867,0.182856,0.442133,0.172366,0.068088,0.230026,0.235117,0.390806,0.320202,0.489247,0.573612,0.535211,0.701493,0.929434,0.117559,0.561366,0.71583,0.695603,0.067968,0.172334,0.108096,0.118249,0,0.074926,0.073393,0.03643,0.03643,0.035754,0.035754,0.333333,0,0.30303,0,0.356061,0.591045,Research
